fold	run	calibration_excluded	damping	events	support_mode	support_runs	support_run_count	support_events	support_two_sided	support_shrink_alpha	fit_entries	fit_ok	fit_reasons	fit_mu_mev	fit_mu_residual_mev	fit_mu_err_mev	fit_sigma_mev	group_full_energy_scale	period_full_energy_scale	full_energy_scale	applied_energy_scale	clipped
full_sample	4415	0	1.0	33112	run_local	4415	1	33112	0	1.0	17042	1	pass	136.92697153538717	1.950371535387177	0.05208840426951783	4.276073921379328	nan	0.9999664974352799	0.9857561186556797	0.9857561186556797	0
full_sample	4417	0	1.0	33428	run_local	4417	1	33428	0	1.0	17500	1	pass	136.14509163975166	1.1684916397516645	0.049010828128159066	4.23534333028709	nan	0.9999664974352799	0.9914173061571433	0.9914173061571433	0
full_sample	4418	0	1.0	8988	run_local	4418	1	8988	0	1.0	4981	1	pass	136.20112698576983	1.2245269857698418	0.08624265507643576	4.192832478287744	nan	0.9999664974352799	0.9910094210461432	0.9910094210461432	0
full_sample	4419	0	1.0	9783	run_local	4419	1	9783	0	1.0	5602	1	pass	135.965666640528	0.9890666405280228	0.07544598616014997	3.9186510390374236	nan	0.9999664974352799	0.9927256147455007	0.9927256147455007	0
full_sample	4420	0	1.0	8455	run_local	4420	1	8455	0	1.0	5064	1	pass	136.39034410468307	1.4137441046830759	0.07194190444713097	3.640049084388751	nan	0.9999664974352799	0.9896345733712792	0.9896345733712792	0
full_sample	4422	0	1.0	2415	run_local	4422	1	2415	0	1.0	1226	1	pass	136.22713535482967	1.2505353548296796	0.17728981627846999	4.133440048697264	nan	0.9999664974352799	0.9908202183685914	0.9908202183685914	0
full_sample	4483	0	1.0	3467	run_local	4483	1	3467	0	1.0	1765	1	pass	137.64877188015026	2.672171880150273	0.18279945516106452	4.189776357045878	nan	0.9999664974352799	0.9805870270860323	0.9805870270860323	0
full_sample	4484	0	1.0	24274	run_local	4484	1	24274	0	1.0	13851	1	pass	134.55916308411085	-0.4174369158891409	0.05453888184638352	4.292097216605854	nan	0.9999664974352799	1.0031022555901912	1.0031022555901912	0
full_sample	4485	0	1.0	22498	run_local	4485	1	22498	0	1.0	12872	1	pass	134.69014398925177	-0.2864560107482248	0.05651067659012911	4.274381018886492	nan	0.9999664974352799	1.002126777819549	1.002126777819549	0
full_sample	4487	0	1.0	9956	run_local	4487	1	9956	0	1.0	5658	1	pass	134.75681034326104	-0.21978965673895345	0.0831289932422305	4.217740796553259	nan	0.9999664974352799	1.0016310096400998	1.0016310096400998	0
full_sample	4488	0	1.0	17307	run_local	4488	1	17307	0	1.0	10007	1	pass	134.83527610889135	-0.14132389110864096	0.06197647238463466	4.275838643905279	nan	0.9999664974352799	1.0010481225328194	1.0010481225328194	0
full_sample	4489	0	1.0	23824	run_local	4489	1	23824	0	1.0	13589	1	pass	134.76040819705457	-0.21619180294541707	0.05569299233494595	4.2962668744873165	nan	0.9999664974352799	1.0016042679436625	1.0016042679436625	0
full_sample	4490	0	1.0	5171	run_local	4490	1	5171	0	1.0	3095	1	pass	134.66754725648627	-0.3090527435137176	0.10541685459677966	3.980540414070092	nan	0.9999664974352799	1.0022949311085698	1.0022949311085698	0
full_sample	4491	0	1.0	4861	run_local	4491	1	4861	0	1.0	2988	1	pass	134.619154478318	-0.3574455216819956	0.10391517508213395	3.974002057788847	nan	0.9999664974352799	1.002655235230582	1.002655235230582	0
full_sample	4492	0	1.0	3831	run_local	4492	1	3831	0	1.0	2373	1	pass	134.6724560796901	-0.30414392030988324	0.10570664264278759	3.686249737733569	nan	0.9999664974352799	1.0022583973676837	1.0022583973676837	0
full_sample	4493	0	1.0	2502	run_local	4493	1	2502	0	1.0	1431	1	pass	134.6675552424506	-0.3090447575494011	0.16338890127049735	3.996509763812036	nan	0.9999664974352799	1.0022948716711535	1.0022948716711535	0
full_sample	4494	0	1.0	385	chronological_group_two_sided	4494,4493,4495	3	3179	1	1.0	1812	1	pass	134.51408067743148	-0.4625193225685109	0.14553349029643642	4.078819371812091	1.0034384454046683	0.9999664974352799	1.0034384454046683	1.0034384454046683	0
full_sample	4495	0	1.0	292	chronological_group_two_sided	4495,4494,4496	3	30924	1	1.0	16341	1	pass	134.7053914576593	-0.2712085423407018	0.047335353026427614	4.039143417269014	1.0020133458609632	0.9999664974352799	1.0020133458609632	1.0020133458609632	0
full_sample	4496	0	1.0	30247	run_local	4496	1	30247	0	1.0	15960	1	pass	134.7208459629457	-0.2557540370542881	0.04780085804077908	4.0282196071006755	nan	0.9999664974352799	1.0018983998743938	1.0018983998743938	0
full_sample	4498	0	1.0	14877	run_local	4498	1	14877	0	1.0	7832	1	pass	134.7967107090372	-0.17988929096279094	0.06902376739340971	4.0067798337036225	nan	0.9999664974352799	1.0013345228530917	1.0013345228530917	0
full_sample	4499	0	1.0	27564	run_local	4499	1	27564	0	1.0	14491	1	pass	134.79462146821058	-0.1819785317894116	0.05072719316914321	4.111927763856295	nan	0.9999664974352799	1.0013500429750628	1.0013500429750628	0
full_sample	4500	0	1.0	20404	run_local	4500	1	20404	0	1.0	10673	1	pass	134.65012979675265	-0.32647020324733944	0.05993919077558083	4.136305860299934	nan	0.9999664974352799	1.0024245814225365	1.0024245814225365	0
full_sample	4501	0	1.0	29291	run_local	4501	1	29291	0	1.0	15573	1	pass	134.57309158365726	-0.4035084163427314	0.04891711220154998	4.058494962970595	nan	0.9999664974352799	1.0029984331309791	1.0029984331309791	0
full_sample	4502	0	1.0	31204	run_local	4502	1	31204	0	1.0	16439	1	pass	134.6266370819754	-0.3499629180246018	0.04880043489242903	4.063442243121399	nan	0.9999664974352799	1.002599507241732	1.002599507241732	0
full_sample	4503	0	1.0	28737	run_local	4503	1	28737	0	1.0	15073	1	pass	134.6332351494631	-0.3433648505368865	0.05055104191028087	4.097105787464021	nan	0.9999664974352799	1.0025503721288114	1.0025503721288114	0
full_sample	4504	0	1.0	30293	run_local	4504	1	30293	0	1.0	15807	1	pass	134.68441710397775	-0.2921828960222399	0.04873846332237496	4.055965876524086	nan	0.9999664974352799	1.0021693890229089	1.0021693890229089	0
full_sample	4505	0	1.0	28459	run_local	4505	1	28459	0	1.0	14986	1	pass	134.71141167000243	-0.2651883299975566	0.05127484009493219	4.155180282006567	nan	0.9999664974352799	1.0019685661868587	1.0019685661868587	0
